Student_ID,Form_No,Class,Student_Name,Surname,Father_Name,Mother_Name,DOB,DOB_Words,Place_of_Birth,District,State,Aadhar,Category,Religion,Mother_Tongue,Physical_Disability,Blood_Group,Address,City,Pin_Code,Emergency_Contact_Name,Emergency_Contact_No,Guardian_Name,Guardian_Relation
196,MRS-0196,Class 4,Vikas Malviya,Malviya,Rajesh Malviya,Lata Malviya,42638,42638,Indore,Indore,Madhya Pradesh,349221000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Malviya,9303023178,Rajesh Malviya,Father
197,MRS-0197,Class 4,Komal Choudhary,Choudhary,Vijay Choudhary,Kiran Choudhary,42713,42713,Indore,Indore,Madhya Pradesh,835615000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Choudhary,9487017404,Vijay Choudhary,Father
198,MRS-0198,Class 4,Rohit Gupta,Gupta,Rakesh Gupta,Sunita Gupta,41763,41763,Indore,Indore,Madhya Pradesh,584516000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Gupta,9492451989,Rakesh Gupta,Father
199,MRS-0199,Class 4,Pooja Sharma,Sharma,Mahesh Sharma,Vinita Sharma,41766,41766,Indore,Indore,Madhya Pradesh,202562000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Sharma,9737069777,Mahesh Sharma,Father
200,MRS-0200,Class 4,Anjali Agarwal,Agarwal,Rakesh Agarwal,Rekha Agarwal,41983,41983,Indore,Indore,Madhya Pradesh,969840000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Agarwal,9243019700,Rakesh Agarwal,Father
201,MRS-0201,Class 4,Kavita Verma,Verma,Vijay Verma,Seema Verma,42654,42654,Indore,Indore,Madhya Pradesh,758183000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Verma,9513008264,Vijay Verma,Father
202,MRS-0202,Class 4,Pranav Agarwal,Agarwal,Mahesh Agarwal,Kiran Agarwal,41890,41890,Indore,Indore,Madhya Pradesh,858098000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Agarwal,9573582577,Mahesh Agarwal,Father
203,MRS-0203,Class 4,Anjali Jain,Jain,Anil Jain,Sunita Jain,42680,42680,Indore,Indore,Madhya Pradesh,198844000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Anil Jain,9220662493,Anil Jain,Father
204,MRS-0204,Class 4,Rahul Choudhary,Choudhary,Ashok Choudhary,Sunita Choudhary,41838,41838,Indore,Indore,Madhya Pradesh,788966000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Choudhary,9719850413,Ashok Choudhary,Father
205,MRS-0205,Class 4,Rohit Agarwal,Agarwal,Rakesh Agarwal,Sunita Agarwal,41998,41998,Indore,Indore,Madhya Pradesh,769026000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Agarwal,9203909674,Rakesh Agarwal,Father
206,MRS-0206,Class 4,Aman Patel,Patel,Rajesh Patel,Kiran Patel,41992,41992,Indore,Indore,Madhya Pradesh,646290000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Patel,9165129175,Rajesh Patel,Father
207,MRS-0207,Class 4,Nikhil Gupta,Gupta,Rajesh Gupta,Meena Gupta,42072,42072,Indore,Indore,Madhya Pradesh,587741000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Gupta,9607119259,Rajesh Gupta,Father
208,MRS-0208,Class 4,Aakash Gupta,Gupta,Prakash Gupta,Meena Gupta,42159,42159,Indore,Indore,Madhya Pradesh,117272000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Gupta,9318982678,Prakash Gupta,Father
209,MRS-0209,Class 4,Pranav Choudhary,Choudhary,Deepak Choudhary,Sarla Choudhary,42434,42434,Indore,Indore,Madhya Pradesh,776019000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Choudhary,9494542150,Deepak Choudhary,Father
210,MRS-0210,Class 4,Vikas Mishra,Mishra,Ashok Mishra,Seema Mishra,42162,42162,Indore,Indore,Madhya Pradesh,853869000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Mishra,9824575927,Ashok Mishra,Father
211,MRS-0211,Class 4,Aarti Jain,Jain,Sanjay Jain,Lata Jain,42566,42566,Indore,Indore,Madhya Pradesh,287854000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Jain,9353806899,Sanjay Jain,Father
212,MRS-0212,Class 4,Aarti Yadav,Yadav,Vijay Yadav,Seema Yadav,42543,42543,Indore,Indore,Madhya Pradesh,614527000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Yadav,9135240334,Vijay Yadav,Father
213,MRS-0213,Class 4,Neha Choudhary,Choudhary,Ashok Choudhary,Sunita Choudhary,41787,41787,Indore,Indore,Madhya Pradesh,342666000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Ashok Choudhary,9644721928,Ashok Choudhary,Father
214,MRS-0214,Class 4,Aman Sharma,Sharma,Manoj Sharma,Geeta Sharma,42553,42553,Indore,Indore,Madhya Pradesh,225821000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9775940940,Manoj Sharma,Father
215,MRS-0215,Class 4,Aman Yadav,Yadav,Rakesh Yadav,Vinita Yadav,42692,42692,Indore,Indore,Madhya Pradesh,872997000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Yadav,9366947271,Rakesh Yadav,Father
216,MRS-0216,Class 4,Riya Mishra,Mishra,Deepak Mishra,Poonam Mishra,41842,41842,Indore,Indore,Madhya Pradesh,751750000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Mishra,9203420815,Deepak Mishra,Father
217,MRS-0217,Class 4,Aman Malviya,Malviya,Sanjay Malviya,Poonam Malviya,42175,42175,Indore,Indore,Madhya Pradesh,851239000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Malviya,9637865954,Sanjay Malviya,Father
218,MRS-0218,Class 4,Vikas Mishra,Mishra,Anil Mishra,Meena Mishra,41858,41858,Indore,Indore,Madhya Pradesh,609318000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Mishra,9340233503,Anil Mishra,Father
219,MRS-0219,Class 4,Rahul Malviya,Malviya,Anil Malviya,Kiran Malviya,42250,42250,Indore,Indore,Madhya Pradesh,674811000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Malviya,9686308656,Anil Malviya,Father
220,MRS-0220,Class 4,Suresh Jain,Jain,Rajesh Jain,Sunita Jain,42207,42207,Indore,Indore,Madhya Pradesh,688736000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Jain,9560656114,Rajesh Jain,Father
221,MRS-0221,Class 5,Neha Agarwal,Agarwal,Ashok Agarwal,Sunita Agarwal,41834,41834,Indore,Indore,Madhya Pradesh,124881000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Agarwal,9605010480,Ashok Agarwal,Father
222,MRS-0222,Class 5,Aakash Jain,Jain,Sanjay Jain,Meena Jain,42345,42345,Indore,Indore,Madhya Pradesh,408645000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Jain,9358207026,Sanjay Jain,Father
223,MRS-0223,Class 5,Nikhil Malviya,Malviya,Prakash Malviya,Geeta Malviya,42308,42308,Indore,Indore,Madhya Pradesh,528910000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Prakash Malviya,9490621108,Prakash Malviya,Father
224,MRS-0224,Class 5,Kavita Malviya,Malviya,Ashok Malviya,Kiran Malviya,41118,41118,Indore,Indore,Madhya Pradesh,571553000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Malviya,9542024732,Ashok Malviya,Father
225,MRS-0225,Class 5,Aarti Malviya,Malviya,Prakash Malviya,Sarla Malviya,42080,42080,Indore,Indore,Madhya Pradesh,707218000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Malviya,9674195003,Prakash Malviya,Father
226,MRS-0226,Class 5,Neha Patel,Patel,Vijay Patel,Geeta Patel,41718,41718,Indore,Indore,Madhya Pradesh,886663000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Patel,9123250041,Vijay Patel,Father
227,MRS-0227,Class 5,Aarti Yadav,Yadav,Ashok Yadav,Rekha Yadav,41123,41123,Indore,Indore,Madhya Pradesh,548042000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Yadav,9255012871,Ashok Yadav,Father
228,MRS-0228,Class 5,Pranav Choudhary,Choudhary,Rakesh Choudhary,Vinita Choudhary,42260,42260,Indore,Indore,Madhya Pradesh,963873000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Choudhary,9580293560,Rakesh Choudhary,Father
229,MRS-0229,Class 5,Kavita Gupta,Gupta,Anil Gupta,Sarla Gupta,41862,41862,Indore,Indore,Madhya Pradesh,402912000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Anil Gupta,9138774350,Anil Gupta,Father
230,MRS-0230,Class 5,Anjali Gupta,Gupta,Mahesh Gupta,Meena Gupta,42328,42328,Indore,Indore,Madhya Pradesh,619422000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Gupta,9638397317,Mahesh Gupta,Father
231,MRS-0231,Class 5,Rahul Mishra,Mishra,Rakesh Mishra,Rekha Mishra,42297,42297,Indore,Indore,Madhya Pradesh,442685000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Mishra,9794102260,Rakesh Mishra,Father
232,MRS-0232,Class 5,Aman Choudhary,Choudhary,Rakesh Choudhary,Poonam Choudhary,41040,41040,Indore,Indore,Madhya Pradesh,482561000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Choudhary,9968265170,Rakesh Choudhary,Father
233,MRS-0233,Class 5,Rohit Verma,Verma,Rajesh Verma,Meena Verma,42307,42307,Indore,Indore,Madhya Pradesh,749599000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Verma,9390215469,Rajesh Verma,Father
234,MRS-0234,Class 5,Sneha Choudhary,Choudhary,Prakash Choudhary,Geeta Choudhary,41515,41515,Indore,Indore,Madhya Pradesh,135294000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Prakash Choudhary,9501392329,Prakash Choudhary,Father
235,MRS-0235,Class 5,Vikas Yadav,Yadav,Rakesh Yadav,Meena Yadav,41750,41750,Indore,Indore,Madhya Pradesh,162356000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Yadav,9723721853,Rakesh Yadav,Father
236,MRS-0236,Class 5,Priya Jain,Jain,Prakash Jain,Rekha Jain,41600,41600,Indore,Indore,Madhya Pradesh,632933000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Prakash Jain,9987278985,Prakash Jain,Father
237,MRS-0237,Class 5,Shreya Patel,Patel,Vijay Patel,Poonam Patel,41344,41344,Indore,Indore,Madhya Pradesh,115247000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Patel,9990844021,Vijay Patel,Father
238,MRS-0238,Class 5,Aarti Malviya,Malviya,Ashok Malviya,Seema Malviya,42279,42279,Indore,Indore,Madhya Pradesh,884373000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Malviya,9813384450,Ashok Malviya,Father
239,MRS-0239,Class 5,Kavita Sharma,Sharma,Rakesh Sharma,Seema Sharma,41829,41829,Indore,Indore,Madhya Pradesh,326356000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Sharma,9659283482,Rakesh Sharma,Father
240,MRS-0240,Class 5,Shreya Agarwal,Agarwal,Rakesh Agarwal,Vinita Agarwal,41955,41955,Indore,Indore,Madhya Pradesh,315488000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Agarwal,9211873812,Rakesh Agarwal,Father
241,MRS-0241,Class 5,Shreya Jain,Jain,Mahesh Jain,Seema Jain,42311,42311,Indore,Indore,Madhya Pradesh,105886000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Jain,9519277169,Mahesh Jain,Father
242,MRS-0242,Class 5,Sneha Gupta,Gupta,Deepak Gupta,Kiran Gupta,41862,41862,Indore,Indore,Madhya Pradesh,845278000000,ST,Hindu,Hindi,Yes,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Gupta,9833586940,Deepak Gupta,Father
243,MRS-0243,Class 5,Anjali Gupta,Gupta,Sanjay Gupta,Seema Gupta,41404,41404,Indore,Indore,Madhya Pradesh,973411000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Gupta,9869793682,Sanjay Gupta,Father
244,MRS-0244,Class 5,Pranav Agarwal,Agarwal,Ashok Agarwal,Poonam Agarwal,41799,41799,Indore,Indore,Madhya Pradesh,184043000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Ashok Agarwal,9334985179,Ashok Agarwal,Father
245,MRS-0245,Class 5,Anjali Mishra,Mishra,Ashok Mishra,Lata Mishra,42133,42133,Indore,Indore,Madhya Pradesh,828218000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Mishra,9521172519,Ashok Mishra,Father
246,MRS-0246,Class 5,Riya Agarwal,Agarwal,Mahesh Agarwal,Lata Agarwal,41802,41802,Indore,Indore,Madhya Pradesh,742823000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Agarwal,9437656824,Mahesh Agarwal,Father
247,MRS-0247,Class 5,Ankit Patel,Patel,Mahesh Patel,Seema Patel,41040,41040,Indore,Indore,Madhya Pradesh,428614000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Patel,9643605537,Mahesh Patel,Father
248,MRS-0248,Class 5,Vikas Malviya,Malviya,Rajesh Malviya,Lata Malviya,41813,41813,Indore,Indore,Madhya Pradesh,101689000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Malviya,9611552713,Rajesh Malviya,Father
249,MRS-0249,Class 5,Aakash Sharma,Sharma,Sanjay Sharma,Vinita Sharma,41394,41394,Indore,Indore,Madhya Pradesh,933893000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Sharma,9208482970,Sanjay Sharma,Father
250,MRS-0250,Class 5,Aakash Verma,Verma,Ashok Verma,Vinita Verma,41250,41250,Indore,Indore,Madhya Pradesh,907049000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Verma,9259476119,Ashok Verma,Father
251,MRS-0251,Class 5,Nikhil Jain,Jain,Rajesh Jain,Rekha Jain,41938,41938,Indore,Indore,Madhya Pradesh,903698000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Jain,9843710896,Rajesh Jain,Father
252,MRS-0252,Class 5,Suresh Gupta,Gupta,Deepak Gupta,Kiran Gupta,41899,41899,Indore,Indore,Madhya Pradesh,181368000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Gupta,9875055022,Deepak Gupta,Father
253,MRS-0253,Class 5,Aman Sharma,Sharma,Manoj Sharma,Sarla Sharma,42135,42135,Indore,Indore,Madhya Pradesh,528615000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9107675693,Manoj Sharma,Father
254,MRS-0254,Class 5,Kunal Malviya,Malviya,Mahesh Malviya,Seema Malviya,41603,41603,Indore,Indore,Madhya Pradesh,608988000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Malviya,9710866925,Mahesh Malviya,Father
255,MRS-0255,Class 5,Kunal Mishra,Mishra,Rakesh Mishra,Kiran Mishra,41146,41146,Indore,Indore,Madhya Pradesh,755140000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Mishra,9402509168,Rakesh Mishra,Father
256,MRS-0256,Class 5,Komal Mishra,Mishra,Sanjay Mishra,Rekha Mishra,41476,41476,Indore,Indore,Madhya Pradesh,993113000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Mishra,9338845613,Sanjay Mishra,Father
257,MRS-0257,Class 5,Vikas Choudhary,Choudhary,Rakesh Choudhary,Sunita Choudhary,41612,41612,Indore,Indore,Madhya Pradesh,137136000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Choudhary,9460169748,Rakesh Choudhary,Father
258,MRS-0258,Class 5,Kunal Mishra,Mishra,Mahesh Mishra,Kiran Mishra,42118,42118,Indore,Indore,Madhya Pradesh,252851000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Mishra,9951995718,Mahesh Mishra,Father
259,MRS-0259,Class 5,Anjali Verma,Verma,Manoj Verma,Poonam Verma,42147,42147,Indore,Indore,Madhya Pradesh,342717000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Verma,9549109846,Manoj Verma,Father
260,MRS-0260,Class 5,Aman Mishra,Mishra,Manoj Mishra,Seema Mishra,41397,41397,Indore,Indore,Madhya Pradesh,579759000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9769156264,Manoj Mishra,Father
261,MRS-0261,Class 5,Anjali Malviya,Malviya,Vijay Malviya,Kiran Malviya,41788,41788,Indore,Indore,Madhya Pradesh,339276000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Malviya,9391425368,Vijay Malviya,Father
262,MRS-0262,Class 5,Rohit Yadav,Yadav,Rakesh Yadav,Sunita Yadav,42081,42081,Indore,Indore,Madhya Pradesh,661085000000,OBC,Hindu,Hindi,Yes,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Yadav,9765965980,Rakesh Yadav,Father
263,MRS-0263,Class 5,Vikas Mishra,Mishra,Manoj Mishra,Kiran Mishra,41513,41513,Indore,Indore,Madhya Pradesh,249416000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9640573399,Manoj Mishra,Father
264,MRS-0264,Class 5,Priya Sharma,Sharma,Sanjay Sharma,Meena Sharma,41638,41638,Indore,Indore,Madhya Pradesh,874349000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Sharma,9901625420,Sanjay Sharma,Father
265,MRS-0265,Class 5,Komal Malviya,Malviya,Rakesh Malviya,Seema Malviya,41989,41989,Indore,Indore,Madhya Pradesh,419224000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Malviya,9117778010,Rakesh Malviya,Father
266,MRS-0266,Class 5,Ankit Verma,Verma,Deepak Verma,Sarla Verma,41845,41845,Indore,Indore,Madhya Pradesh,924331000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Verma,9669056263,Deepak Verma,Father
267,MRS-0267,Class 5,Rohit Patel,Patel,Ashok Patel,Kiran Patel,41605,41605,Indore,Indore,Madhya Pradesh,534695000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Patel,9270703756,Ashok Patel,Father
268,MRS-0268,Class 5,Aakash Jain,Jain,Sanjay Jain,Meena Jain,42278,42278,Indore,Indore,Madhya Pradesh,221230000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Jain,9589829307,Sanjay Jain,Father
269,MRS-0269,Class 5,Aakash Patel,Patel,Rakesh Patel,Rekha Patel,41807,41807,Indore,Indore,Madhya Pradesh,269262000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Patel,9866663128,Rakesh Patel,Father
270,MRS-0270,Class 5,Shreya Sharma,Sharma,Rajesh Sharma,Rekha Sharma,41170,41170,Indore,Indore,Madhya Pradesh,347942000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Sharma,9227385611,Rajesh Sharma,Father
271,MRS-0271,Class 5,Aman Verma,Verma,Anil Verma,Lata Verma,42322,42322,Indore,Indore,Madhya Pradesh,975839000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Verma,9487290110,Anil Verma,Father
272,MRS-0272,Class 5,Pranav Jain,Jain,Rajesh Jain,Lata Jain,41593,41593,Indore,Indore,Madhya Pradesh,780970000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Jain,9934767014,Rajesh Jain,Father
273,MRS-0273,Class 5,Nikhil Mishra,Mishra,Anil Mishra,Vinita Mishra,41900,41900,Indore,Indore,Madhya Pradesh,602953000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Anil Mishra,9481264863,Anil Mishra,Father
274,MRS-0274,Class 5,Ankit Choudhary,Choudhary,Mahesh Choudhary,Meena Choudhary,41426,41426,Indore,Indore,Madhya Pradesh,789492000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Choudhary,9265574537,Mahesh Choudhary,Father
275,MRS-0275,Class 5,Rahul Verma,Verma,Sanjay Verma,Kiran Verma,41589,41589,Indore,Indore,Madhya Pradesh,443538000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Verma,9690644204,Sanjay Verma,Father
276,MRS-0276,Class 6,Komal Gupta,Gupta,Mahesh Gupta,Rekha Gupta,40886,40886,Indore,Indore,Madhya Pradesh,172726000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Gupta,9218558401,Mahesh Gupta,Father
277,MRS-0277,Class 6,Shreya Mishra,Mishra,Ashok Mishra,Poonam Mishra,41025,41025,Indore,Indore,Madhya Pradesh,148769000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Mishra,9479213151,Ashok Mishra,Father
278,MRS-0278,Class 6,Kunal Jain,Jain,Deepak Jain,Seema Jain,41812,41812,Indore,Indore,Madhya Pradesh,440739000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Jain,9607794415,Deepak Jain,Father
279,MRS-0279,Class 6,Komal Choudhary,Choudhary,Mahesh Choudhary,Lata Choudhary,41743,41743,Indore,Indore,Madhya Pradesh,446438000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Choudhary,9464755351,Mahesh Choudhary,Father
280,MRS-0280,Class 6,Komal Patel,Patel,Deepak Patel,Lata Patel,40908,40908,Indore,Indore,Madhya Pradesh,105656000000,OBC,Hindu,Hindi,Yes,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Patel,9241480797,Deepak Patel,Father
281,MRS-0281,Class 6,Pranav Mishra,Mishra,Deepak Mishra,Poonam Mishra,40700,40700,Indore,Indore,Madhya Pradesh,446331000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Mishra,9823402133,Deepak Mishra,Father
282,MRS-0282,Class 6,Komal Sharma,Sharma,Vijay Sharma,Sunita Sharma,41162,41162,Indore,Indore,Madhya Pradesh,789770000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Vijay Sharma,9448776833,Vijay Sharma,Father
283,MRS-0283,Class 6,Kavita Verma,Verma,Ashok Verma,Vinita Verma,41088,41088,Indore,Indore,Madhya Pradesh,632468000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Verma,9136410675,Ashok Verma,Father
284,MRS-0284,Class 6,Aman Verma,Verma,Anil Verma,Rekha Verma,41711,41711,Indore,Indore,Madhya Pradesh,535854000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Verma,9545866096,Anil Verma,Father
285,MRS-0285,Class 6,Pranav Verma,Verma,Vijay Verma,Meena Verma,40759,40759,Indore,Indore,Madhya Pradesh,286363000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Verma,9824533191,Vijay Verma,Father
286,MRS-0286,Class 6,Pranav Choudhary,Choudhary,Mahesh Choudhary,Seema Choudhary,41509,41509,Indore,Indore,Madhya Pradesh,326111000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Choudhary,9451650968,Mahesh Choudhary,Father
287,MRS-0287,Class 6,Pooja Malviya,Malviya,Ashok Malviya,Sunita Malviya,40899,40899,Indore,Indore,Madhya Pradesh,450253000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Malviya,9506104573,Ashok Malviya,Father
288,MRS-0288,Class 6,Pranav Mishra,Mishra,Rajesh Mishra,Meena Mishra,40796,40796,Indore,Indore,Madhya Pradesh,447446000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Mishra,9205500202,Rajesh Mishra,Father
289,MRS-0289,Class 6,Aarti Patel,Patel,Rakesh Patel,Rekha Patel,41136,41136,Indore,Indore,Madhya Pradesh,699715000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Patel,9596543090,Rakesh Patel,Father
290,MRS-0290,Class 6,Anjali Verma,Verma,Rajesh Verma,Seema Verma,41822,41822,Indore,Indore,Madhya Pradesh,174024000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Verma,9401373797,Rajesh Verma,Father
291,MRS-0291,Class 6,Kunal Patel,Patel,Manoj Patel,Seema Patel,40689,40689,Indore,Indore,Madhya Pradesh,488871000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Patel,9219662708,Manoj Patel,Father
292,MRS-0292,Class 6,Kavita Malviya,Malviya,Vijay Malviya,Poonam Malviya,41086,41086,Indore,Indore,Madhya Pradesh,146435000000,General,Hindu,Hindi,Yes,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Malviya,9571447918,Vijay Malviya,Father
